N pessoas,N máquinas usando agua,Vazão Total,Vazão 1,Vazão 2,Vazão 3,Vazamento,Normal,,,Tempo de simulação em segundos,Horário,,,Inicio expedianete,Fim expediente,Meio expediete
13,5,0.87,0.32,0.28,0.27,0,1,,,31170,08:39:30,,,,,
13,4,0.83,0.29,0.29,0.24,0,1,,,31200,08:40:00,,,,,
12,1,0.59,0.20,0.17,0.22,0,1,,,31230,08:40:30,,,,,
12,0,0.53,0.19,0.19,0.15,0,1,,,31260,08:41:00,,,,,
13,0,0.51,0.15,0.17,0.19,0,1,,,31290,08:41:30,,,,,
13,3,0.82,0.29,0.24,0.29,0,1,,,31320,08:42:00,,,,,
14,2,0.77,0.26,0.24,0.27,0,1,,,31350,08:42:30,,,,,
14,0,0.51,0.18,0.18,0.15,0,1,,,31380,08:43:00,,,,,
14,1,0.68,0.21,0.25,0.22,0,1,,,31410,08:43:30,,,,,
13,5,0.95,0.33,0.28,0.33,0,1,,,31440,08:44:00,,,,,
13,5,1.00,0.39,0.32,0.30,0,1,,,31470,08:44:30,,,,,
13,2,0.65,0.22,0.24,0.19,0,1,,,31500,08:45:00,,,,,
12,1,0.49,0.15,0.16,0.18,0,1,,,31530,08:45:30,,,,,
13,2,0.63,0.25,0.19,0.19,0,1,,,31560,08:46:00,,,,,
12,0,0.40,0.13,0.14,0.12,0,1,,,31590,08:46:30,,,,,
12,3,0.83,0.32,0.27,0.24,0,1,,,31620,08:47:00,,,,,
12,3,0.68,0.24,0.20,0.23,0,1,,,31650,08:47:30,,,,,
12,5,0.92,0.32,0.25,0.34,0,1,,,31680,08:48:00,,,,,
13,1,0.60,0.24,0.18,0.18,0,1,,,31710,08:48:30,,,,,
14,1,0.63,0.20,0.20,0.24,0,1,,,31740,08:49:00,,,,,
13,5,0.95,0.32,0.32,0.31,0,1,,,31770,08:49:30,,,,,
12,2,0.60,0.20,0.20,0.21,0,1,,,31800,08:50:00,,,,,
12,4,0.97,0.34,0.33,0.29,0,1,,,31830,08:50:30,,,,,
12,4,0.76,0.27,0.24,0.24,0,1,,,31860,08:51:00,,,,,
12,1,0.53,0.21,0.17,0.15,0,1,,,31890,08:51:30,,,,,
13,1,0.57,0.23,0.16,0.19,0,1,,,31920,08:52:00,,,,,
12,1,0.50,0.15,0.16,0.19,0,1,,,31950,08:52:30,,,,,
11,0,0.42,0.13,0.12,0.18,0,1,,,31980,08:53:00,,,,,
12,0,0.45,0.14,0.12,0.18,0,1,,,32010,08:53:30,,,,,
13,2,0.71,0.22,0.24,0.24,0,1,,,32040,08:54:00,,,,,
13,5,0.85,0.29,0.29,0.27,0,1,,,32070,08:54:30,,,,,
12,0,0.42,0.13,0.16,0.14,0,1,,,32100,08:55:00,,,,,
12,1,0.57,0.21,0.15,0.21,0,1,,,32130,08:55:30,,,,,
13,1,0.50,0.16,0.18,0.16,0,1,,,32160,08:56:00,,,,,
13,5,0.89,0.32,0.28,0.29,0,1,,,32190,08:56:30,,,,,
12,1,0.55,0.22,0.18,0.16,0,1,,,32220,08:57:00,,,,,
11,1,0.54,0.15,0.18,0.21,0,1,,,32250,08:57:30,,,,,
12,3,0.67,0.21,0.23,0.22,0,1,,,32280,08:58:00,,,,,
11,2,0.65,0.23,0.22,0.19,0,1,,,32310,08:58:30,,,,,
12,4,0.79,0.23,0.27,0.28,0,1,,,32340,08:59:00,,,,,
12,1,0.57,0.19,0.19,0.19,0,1,,,32370,08:59:30,,,,,
11,5,0.98,0.31,0.35,0.32,0,1,,,32400,09:00:00,,,,,
11,5,0.88,0.26,0.31,0.31,0,1,,,32430,09:00:30,,,,,
11,1,0.52,0.21,0.16,0.15,0,1,,,32460,09:01:00,,,,,
11,1,0.47,0.15,0.15,0.16,0,1,,,32490,09:01:30,,,,,
11,2,0.67,0.21,0.23,0.22,0,1,,,32520,09:02:00,,,,,
12,1,0.52,0.19,0.17,0.17,0,1,,,32550,09:02:30,,,,,
11,3,0.68,0.23,0.23,0.21,0,1,,,32580,09:03:00,,,,,
11,3,0.62,0.20,0.23,0.20,0,1,,,32610,09:03:30,,,,,
11,1,0.49,0.18,0.15,0.16,0,1,,,32640,09:04:00,,,,,
10,0,0.43,0.14,0.15,0.14,0,1,,,32670,09:04:30,,,,,
10,4,0.74,0.24,0.24,0.25,0,1,,,32700,09:05:00,,,,,
10,5,0.85,0.28,0.30,0.27,0,1,,,32730,09:05:30,,,,,
11,0,0.39,0.11,0.17,0.11,0,1,,,32760,09:06:00,,,,,
10,4,0.82,0.30,0.28,0.24,0,1,,,32790,09:06:30,,,,,
11,3,0.73,0.24,0.25,0.25,0,1,,,32820,09:07:00,,,,,
12,4,0.92,0.36,0.25,0.32,0,1,,,32850,09:07:30,,,,,
11,0,0.49,0.14,0.17,0.17,0,1,,,32880,09:08:00,,,,,
10,1,0.49,0.15,0.17,0.17,0,1,,,32910,09:08:30,,,,,
11,4,0.75,0.26,0.26,0.23,0,1,,,32940,09:09:00,,,,,
11,4,0.81,0.23,0.29,0.29,0,1,,,32970,09:09:30,,,,,
11,4,0.86,0.31,0.29,0.26,0,1,,,33000,09:10:00,,,,,
11,2,0.60,0.19,0.20,0.22,0,1,,,33030,09:10:30,,,,,
10,5,0.87,0.30,0.27,0.29,0,1,,,33060,09:11:00,,,,,
10,5,0.84,0.29,0.31,0.25,0,1,,,33090,09:11:30,,,,,
10,1,0.48,0.17,0.14,0.16,0,1,,,33120,09:12:00,,,,,
10,0,0.36,0.10,0.13,0.12,0,1,,,33150,09:12:30,,,,,
9,4,0.73,0.27,0.20,0.26,0,1,,,33180,09:13:00,,,,,
8,1,0.40,0.12,0.14,0.13,0,1,,,33210,09:13:30,,,,,
9,0,4.41,0.14,0.13,0.14,1,0,,,33240,09:14:00,,,,,
9,4,0.76,0.29,0.22,0.26,0,1,,,33270,09:14:30,,,,,
10,5,0.92,0.30,0.28,0.35,0,1,,,33300,09:15:00,,,,,
11,5,0.83,0.24,0.32,0.26,0,1,,,33330,09:15:30,,,,,
11,5,0.93,0.31,0.33,0.28,0,1,,,33360,09:16:00,,,,,
11,2,0.61,0.23,0.19,0.19,0,1,,,33390,09:16:30,,,,,
11,4,0.90,0.32,0.29,0.29,0,1,,,33420,09:17:00,,,,,
11,0,0.45,0.17,0.15,0.13,0,1,,,33450,09:17:30,,,,,
11,1,0.50,0.18,0.16,0.16,0,1,,,33480,09:18:00,,,,,
12,4,0.80,0.27,0.27,0.25,0,1,,,33510,09:18:30,,,,,
13,2,0.71,0.26,0.24,0.20,0,1,,,33540,09:19:00,,,,,
13,2,0.71,0.21,0.24,0.26,0,1,,,33570,09:19:30,,,,,
14,0,0.52,0.16,0.14,0.21,0,1,,,33600,09:20:00,,,,,
14,4,0.93,0.32,0.34,0.27,0,1,,,33630,09:20:30,,,,,
14,0,0.59,0.22,0.23,0.15,0,1,,,33660,09:21:00,,,,,
13,0,0.50,0.18,0.15,0.17,0,1,,,33690,09:21:30,,,,,
13,0,0.51,0.16,0.14,0.21,0,1,,,33720,09:22:00,,,,,
12,5,0.95,0.31,0.30,0.33,0,1,,,33750,09:22:30,,,,,
11,1,0.51,0.19,0.16,0.15,0,1,,,33780,09:23:00,,,,,
10,1,0.48,0.15,0.19,0.14,0,1,,,33810,09:23:30,,,,,
10,5,0.85,0.29,0.26,0.30,0,1,,,33840,09:24:00,,,,,
10,5,0.82,0.34,0.23,0.25,0,1,,,33870,09:24:30,,,,,
11,0,0.37,0.12,0.12,0.13,0,1,,,33900,09:25:00,,,,,
12,4,0.92,0.30,0.28,0.34,0,1,,,33930,09:25:30,,,,,
12,4,0.87,0.30,0.27,0.29,0,1,,,33960,09:26:00,,,,,
12,5,0.85,0.31,0.28,0.27,0,1,,,33990,09:26:30,,,,,
12,4,0.91,0.34,0.30,0.27,0,1,,,34020,09:27:00,,,,,
13,1,0.57,0.17,0.20,0.21,0,1,,,34050,09:27:30,,,,,
14,2,0.77,0.28,0.23,0.26,0,1,,,34080,09:28:00,,,,,
13,5,0.88,0.33,0.27,0.28,0,1,,,34110,09:28:30,,,,,
13,3,0.76,0.23,0.24,0.30,0,1,,,34140,09:29:00,,,,,
13,4,0.92,0.30,0.28,0.34,0,1,,,34170,09:29:30,,,,,
14,5,0.95,0.33,0.29,0.32,0,1,,,34200,09:30:00,,,,,
14,0,0.52,0.14,0.17,0.20,0,1,,,34230,09:30:30,,,,,
14,0,0.45,0.15,0.15,0.15,0,1,,,34260,09:31:00,,,,,
14,4,0.88,0.29,0.25,0.34,0,1,,,34290,09:31:30,,,,,
15,4,1.01,0.32,0.32,0.36,0,1,,,34320,09:32:00,,,,,
15,5,1.00,0.34,0.35,0.31,0,1,,,34350,09:32:30,,,,,
15,3,0.92,0.28,0.33,0.31,0,1,,,34380,09:33:00,,,,,
15,0,0.67,0.25,0.25,0.17,0,1,,,34410,09:33:30,,,,,
14,0,0.54,0.17,0.18,0.19,0,1,,,34440,09:34:00,,,,,
14,4,0.97,0.32,0.31,0.34,0,1,,,34470,09:34:30,,,,,
14,2,0.76,0.23,0.29,0.25,0,1,,,34500,09:35:00,,,,,
14,0,0.56,0.22,0.21,0.14,0,1,,,34530,09:35:30,,,,,
14,0,0.59,0.21,0.18,0.19,0,1,,,34560,09:36:00,,,,,
13,2,0.65,0.20,0.23,0.22,0,1,,,34590,09:36:30,,,,,
12,0,0.44,0.14,0.18,0.12,0,1,,,34620,09:37:00,,,,,
11,5,1.04,0.34,0.37,0.33,0,1,,,34650,09:37:30,,,,,
11,3,0.71,0.23,0.23,0.25,0,1,,,34680,09:38:00,,,,,
10,5,0.84,0.25,0.25,0.33,0,1,,,34710,09:38:30,,,,,
10,2,0.54,0.21,0.18,0.16,0,1,,,34740,09:39:00,,,,,
11,1,0.52,0.21,0.16,0.16,0,1,,,34770,09:39:30,,,,,
11,3,0.67,0.21,0.25,0.21,0,1,,,34800,09:40:00,,,,,
12,4,0.86,0.29,0.26,0.32,0,1,,,34830,09:40:30,,,,,
12,3,0.71,0.22,0.23,0.27,0,1,,,34860,09:41:00,,,,,
12,2,0.69,0.25,0.19,0.25,0,1,,,34890,09:41:30,,,,,
12,3,0.76,0.24,0.25,0.28,0,1,,,34920,09:42:00,,,,,
12,3,0.82,0.25,0.27,0.31,0,1,,,34950,09:42:30,,,,,
13,4,0.78,0.26,0.27,0.24,0,1,,,34980,09:43:00,,,,,
12,2,0.72,0.23,0.25,0.24,0,1,,,35010,09:43:30,,,,,
12,2,0.59,0.19,0.18,0.22,0,1,,,35040,09:44:00,,,,,
12,5,0.83,0.25,0.29,0.29,0,1,,,35070,09:44:30,,,,,
12,3,0.78,0.24,0.24,0.30,0,1,,,35100,09:45:00,,,,,
12,2,0.59,0.22,0.19,0.17,0,1,,,35130,09:45:30,,,,,
12,4,0.79,0.25,0.29,0.25,0,1,,,35160,09:46:00,,,,,
12,2,0.64,0.23,0.20,0.21,0,1,,,35190,09:46:30,,,,,
11,3,0.71,0.23,0.24,0.24,0,1,,,35220,09:47:00,,,,,
12,3,0.76,0.23,0.29,0.24,0,1,,,35250,09:47:30,,,,,
12,2,0.66,0.23,0.20,0.23,0,1,,,35280,09:48:00,,,,,
12,4,0.80,0.28,0.27,0.25,0,1,,,35310,09:48:30,,,,,
13,1,0.58,0.19,0.16,0.22,0,1,,,35340,09:49:00,,,,,
13,3,0.72,0.22,0.25,0.25,0,1,,,35370,09:49:30,,,,,
14,3,0.91,0.30,0.32,0.28,0,1,,,35400,09:50:00,,,,,
13,0,0.51,0.22,0.14,0.15,0,1,,,35430,09:50:30,,,,,
14,0,0.57,0.18,0.22,0.17,0,1,,,35460,09:51:00,,,,,
13,0,0.40,0.13,0.13,0.14,0,1,,,35490,09:51:30,,,,,
13,0,0.45,0.15,0.16,0.14,0,1,,,35520,09:52:00,,,,,
14,3,0.78,0.27,0.26,0.26,0,1,,,35550,09:52:30,,,,,
13,3,0.72,0.22,0.26,0.23,0,1,,,35580,09:53:00,,,,,
14,3,0.78,0.26,0.27,0.25,0,1,,,35610,09:53:30,,,,,
13,3,0.77,0.23,0.27,0.27,0,1,,,35640,09:54:00,,,,,
13,4,0.86,0.27,0.28,0.31,0,1,,,35670,09:54:30,,,,,
13,1,0.57,0.20,0.17,0.21,0,1,,,35700,09:55:00,,,,,
14,0,0.58,0.19,0.20,0.19,0,1,,,35730,09:55:30,,,,,
15,2,0.84,0.29,0.23,0.32,0,1,,,35760,09:56:00,,,,,
16,2,0.94,0.31,0.34,0.29,0,1,,,35790,09:56:30,,,,,
17,3,0.92,0.29,0.33,0.30,0,1,,,35820,09:57:00,,,,,
17,0,0.53,0.18,0.18,0.17,0,1,,,35850,09:57:30,,,,,
17,4,0.93,0.34,0.29,0.31,0,1,,,35880,09:58:00,,,,,
17,0,0.72,0.22,0.24,0.26,0,1,,,35910,09:58:30,,,,,
18,3,0.97,0.35,0.26,0.35,0,1,,,35940,09:59:00,,,,,
19,0,0.69,0.28,0.20,0.22,0,1,,,35970,09:59:30,,,,,
20,4,1.14,0.41,0.32,0.41,0,1,,,36000,10:00:00,,,,,
21,1,0.91,0.25,0.28,0.38,0,1,,,36030,10:00:30,,,,,
20,5,1.27,0.36,0.43,0.48,0,1,,,36060,10:01:00,,,,,
21,2,1.09,0.30,0.39,0.40,0,1,,,36090,10:01:30,,,,,
21,5,1.29,0.40,0.45,0.44,0,1,,,36120,10:02:00,,,,,
20,0,0.70,0.26,0.23,0.22,0,1,,,36150,10:02:30,,,,,
20,3,0.94,0.30,0.31,0.34,0,1,,,36180,10:03:00,,,,,
20,2,1.01,0.36,0.30,0.36,0,1,,,36210,10:03:30,,,,,
20,1,0.80,0.27,0.26,0.27,0,1,,,36240,10:04:00,,,,,
19,5,1.35,0.41,0.49,0.46,0,1,,,36270,10:04:30,,,,,
19,1,0.79,0.25,0.23,0.31,0,1,,,36300,10:05:00,,,,,
19,2,0.94,0.32,0.28,0.34,0,1,,,36330,10:05:30,,,,,
18,2,0.77,0.24,0.26,0.26,0,1,,,36360,10:06:00,,,,,
17,1,0.78,0.31,0.24,0.23,0,1,,,36390,10:06:30,,,,,
16,1,0.68,0.19,0.20,0.29,0,1,,,36420,10:07:00,,,,,
15,3,0.76,0.28,0.25,0.23,0,1,,,36450,10:07:30,,,,,
15,2,0.84,0.31,0.23,0.30,0,1,,,36480,10:08:00,,,,,
15,0,0.70,0.23,0.24,0.23,0,1,,,36510,10:08:30,,,,,
15,5,0.98,0.37,0.30,0.32,0,1,,,36540,10:09:00,,,,,
14,1,0.59,0.18,0.18,0.23,0,1,,,36570,10:09:30,,,,,
13,0,0.45,0.15,0.15,0.15,0,1,,,36600,10:10:00,,,,,
14,2,0.69,0.21,0.26,0.21,0,1,,,36630,10:10:30,,,,,
14,3,0.95,0.31,0.31,0.33,0,1,,,36660,10:11:00,,,,,
14,1,0.68,0.25,0.21,0.22,0,1,,,36690,10:11:30,,,,,
15,0,0.63,0.20,0.21,0.21,0,1,,,36720,10:12:00,,,,,
15,0,0.56,0.18,0.18,0.21,0,1,,,36750,10:12:30,,,,,
16,5,1.08,0.31,0.39,0.38,0,1,,,36780,10:13:00,,,,,
16,5,1.19,0.38,0.42,0.38,0,1,,,36810,10:13:30,,,,,
17,4,1.04,0.37,0.29,0.38,0,1,,,36840,10:14:00,,,,,
18,4,0.96,0.31,0.35,0.31,0,1,,,36870,10:14:30,,,,,
18,0,0.65,0.19,0.20,0.27,0,1,,,36900,10:15:00,,,,,
18,5,1.17,0.41,0.37,0.39,0,1,,,36930,10:15:30,,,,,
18,0,0.73,0.30,0.19,0.25,0,1,,,36960,10:16:00,,,,,
18,5,1.16,0.34,0.42,0.40,0,1,,,36990,10:16:30,,,,,
18,2,0.91,0.25,0.34,0.33,0,1,,,37020,10:17:00,,,,,
18,0,0.77,0.28,0.26,0.22,0,1,,,37050,10:17:30,,,,,
18,3,0.94,0.30,0.29,0.35,0,1,,,37080,10:18:00,,,,,
18,4,1.09,0.41,0.33,0.35,0,1,,,37110,10:18:30,,,,,
19,3,1.10,0.39,0.40,0.31,0,1,,,37140,10:19:00,,,,,
20,0,0.83,0.26,0.33,0.24,0,1,,,37170,10:19:30,,,,,
21,3,0.95,0.31,0.32,0.33,0,1,,,37200,10:20:00,,,,,
21,0,0.80,0.35,0.21,0.24,0,1,,,37230,10:20:30,,,,,
22,2,1.13,0.34,0.39,0.39,0,1,,,37260,10:21:00,,,,,
23,2,0.92,0.30,0.33,0.28,0,1,,,37290,10:21:30,,,,,
24,5,1.40,0.50,0.47,0.43,0,1,,,37320,10:22:00,,,,,
25,3,1.32,0.35,0.47,0.50,0,1,,,37350,10:22:30,,,,,
25,5,1.44,0.43,0.48,0.52,0,1,,,37380,10:23:00,,,,,
26,3,1.24,0.36,0.47,0.41,0,1,,,37410,10:23:30,,,,,
25,4,5.58,0.53,0.55,0.51,1,0,,,37440,10:24:00,,,,,
26,0,0.88,0.30,0.28,0.30,0,1,,,37470,10:24:30,,,,,
25,2,1.12,0.45,0.33,0.34,0,1,,,37500,10:25:00,,,,,
24,3,1.16,0.40,0.34,0.41,0,1,,,37530,10:25:30,,,,,
25,4,1.24,0.45,0.37,0.42,0,1,,,37560,10:26:00,,,,,
26,3,1.22,0.44,0.39,0.39,0,1,,,37590,10:26:30,,,,,
26,0,0.96,0.27,0.33,0.37,0,1,,,37620,10:27:00,,,,,
25,2,1.14,0.34,0.38,0.41,0,1,,,37650,10:27:30,,,,,
25,5,1.33,0.41,0.48,0.44,0,1,,,37680,10:28:00,,,,,
25,3,1.20,0.39,0.42,0.39,0,1,,,37710,10:28:30,,,,,
26,3,1.35,0.50,0.38,0.48,0,1,,,37740,10:29:00,,,,,
27,4,1.43,0.40,0.57,0.46,0,1,,,37770,10:29:30,,,,,
27,2,1.26,0.40,0.42,0.43,0,1,,,37800,10:30:00,,,,,
28,5,1.52,0.54,0.50,0.48,0,1,,,37830,10:30:30,,,,,
28,1,1.05,0.36,0.31,0.39,0,1,,,37860,10:31:00,,,,,
28,1,1.36,0.36,0.50,0.50,0,1,,,37890,10:31:30,,,,,
29,3,1.39,0.46,0.52,0.41,0,1,,,37920,10:32:00,,,,,
28,0,1.26,0.36,0.43,0.47,0,1,,,37950,10:32:30,,,,,
27,5,1.41,0.48,0.47,0.46,0,1,,,37980,10:33:00,,,,,
27,2,1.15,0.33,0.34,0.48,0,1,,,38010,10:33:30,,,,,
27,5,1.42,0.46,0.56,0.40,0,1,,,38040,10:34:00,,,,,
27,3,1.25,0.46,0.38,0.41,0,1,,,38070,10:34:30,,,,,
27,1,1.09,0.33,0.30,0.46,0,1,,,38100,10:35:00,,,,,
28,1,1.22,0.37,0.39,0.45,0,1,,,38130,10:35:30,,,,,
28,5,1.64,0.62,0.60,0.42,0,1,,,38160,10:36:00,,,,,
29,3,1.42,0.56,0.45,0.41,0,1,,,38190,10:36:30,,,,,
30,0,1.16,0.38,0.39,0.39,0,1,,,38220,10:37:00,,,,,
29,4,1.52,0.54,0.41,0.57,0,1,,,38250,10:37:30,,,,,
29,1,1.12,0.39,0.34,0.38,0,1,,,38280,10:38:00,,,,,
29,4,1.63,0.56,0.49,0.58,0,1,,,38310,10:38:30,,,,,
29,0,1.16,0.35,0.35,0.47,0,1,,,38340,10:39:00,,,,,
28,5,1.46,0.60,0.44,0.42,0,1,,,38370,10:39:30,,,,,
28,2,1.32,0.46,0.47,0.38,0,1,,,38400,10:40:00,,,,,
29,3,1.49,0.50,0.54,0.46,0,1,,,38430,10:40:30,,,,,
28,3,1.56,0.49,0.54,0.53,0,1,,,38460,10:41:00,,,,,
27,3,1.30,0.48,0.41,0.40,0,1,,,38490,10:41:30,,,,,
27,5,1.54,0.49,0.52,0.54,0,1,,,38520,10:42:00,,,,,
27,2,1.22,0.36,0.34,0.52,0,1,,,38550,10:42:30,,,,,
27,4,1.49,0.46,0.48,0.56,0,1,,,38580,10:43:00,,,,,
27,5,1.41,0.53,0.43,0.44,0,1,,,38610,10:43:30,,,,,
27,3,1.31,0.38,0.40,0.54,0,1,,,38640,10:44:00,,,,,
26,1,1.02,0.32,0.34,0.36,0,1,,,38670,10:44:30,,,,,
27,5,1.49,0.51,0.42,0.56,0,1,,,38700,10:45:00,,,,,
26,2,1.25,0.37,0.46,0.42,0,1,,,38730,10:45:30,,,,,
27,4,1.43,0.55,0.44,0.44,0,1,,,38760,10:46:00,,,,,
28,5,1.49,0.54,0.46,0.49,0,1,,,38790,10:46:30,,,,,
28,5,1.47,0.46,0.44,0.58,0,1,,,38820,10:47:00,,,,,
28,3,1.29,0.46,0.38,0.45,0,1,,,38850,10:47:30,,,,,
28,4,1.57,0.53,0.55,0.49,0,1,,,38880,10:48:00,,,,,
29,5,1.46,0.49,0.52,0.45,0,1,,,38910,10:48:30,,,,,
28,3,1.48,0.52,0.52,0.44,0,1,,,38940,10:49:00,,,,,
28,3,1.34,0.40,0.53,0.41,0,1,,,38970,10:49:30,,,,,
29,2,1.32,0.39,0.39,0.54,0,1,,,39000,10:50:00,,,,,
28,4,1.45,0.40,0.58,0.47,0,1,,,39030,10:50:30,,,,,
28,5,1.60,0.51,0.50,0.60,0,1,,,39060,10:51:00,,,,,
28,4,1.30,0.45,0.42,0.43,0,1,,,39090,10:51:30,,,,,
28,3,1.28,0.48,0.41,0.39,0,1,,,39120,10:52:00,,,,,
28,0,1.11,0.44,0.29,0.37,0,1,,,39150,10:52:30,,,,,
29,1,1.08,0.35,0.37,0.36,0,1,,,39180,10:53:00,,,,,
28,5,1.71,0.49,0.64,0.58,0,1,,,39210,10:53:30,,,,,
28,3,1.27,0.39,0.43,0.46,0,1,,,39240,10:54:00,,,,,
28,2,1.22,0.35,0.47,0.40,0,1,,,39270,10:54:30,,,,,
27,2,1.23,0.39,0.38,0.47,0,1,,,39300,10:55:00,,,,,
26,1,1.05,0.33,0.38,0.34,0,1,,,39330,10:55:30,,,,,
25,5,1.26,0.42,0.42,0.42,0,1,,,39360,10:56:00,,,,,
24,4,1.29,0.54,0.38,0.37,0,1,,,39390,10:56:30,,,,,
25,0,0.92,0.31,0.29,0.32,0,1,,,39420,10:57:00,,,,,
26,4,1.42,0.41,0.48,0.53,0,1,,,39450,10:57:30,,,,,
26,5,1.53,0.55,0.51,0.47,0,1,,,39480,10:58:00,,,,,
26,4,1.31,0.41,0.44,0.47,0,1,,,39510,10:58:30,,,,,
26,0,0.85,0.33,0.27,0.26,0,1,,,39540,10:59:00,,,,,
27,0,0.96,0.35,0.31,0.30,0,1,,,39570,10:59:30,,,,,
28,4,1.36,0.43,0.45,0.48,0,1,,,39600,11:00:00,,,,,
29,0,1.20,0.45,0.39,0.36,0,1,,,39630,11:00:30,,,,,
28,0,1.07,0.34,0.34,0.40,0,1,,,39660,11:01:00,,,,,
28,1,1.25,0.46,0.41,0.38,0,1,,,39690,11:01:30,,,,,
28,1,1.13,0.34,0.33,0.46,0,1,,,39720,11:02:00,,,,,
29,3,1.39,0.37,0.50,0.53,0,1,,,39750,11:02:30,,,,,
29,1,1.23,0.44,0.36,0.43,0,1,,,39780,11:03:00,,,,,
29,1,1.06,0.36,0.35,0.36,0,1,,,39810,11:03:30,,,,,
29,4,1.42,0.47,0.50,0.45,0,1,,,39840,11:04:00,,,,,
29,3,1.34,0.43,0.38,0.53,0,1,,,39870,11:04:30,,,,,
30,2,1.41,0.42,0.45,0.54,0,1,,,39900,11:05:00,,,,,
31,0,1.09,0.31,0.37,0.41,0,1,,,39930,11:05:30,,,,,
31,1,1.27,0.46,0.46,0.35,0,1,,,39960,11:06:00,,,,,
32,2,1.48,0.59,0.46,0.42,0,1,,,39990,11:06:30,,,,,
32,1,1.08,0.36,0.36,0.36,0,1,,,40020,11:07:00,,,,,
32,2,1.44,0.48,0.57,0.39,0,1,,,40050,11:07:30,,,,,
32,4,1.66,0.64,0.48,0.53,0,1,,,40080,11:08:00,,,,,
33,5,1.81,0.69,0.58,0.54,0,1,,,40110,11:08:30,,,,,
34,2,1.46,0.52,0.43,0.51,0,1,,,40140,11:09:00,,,,,
34,3,1.36,0.47,0.43,0.45,0,1,,,40170,11:09:30,,,,,
34,2,1.30,0.48,0.40,0.42,0,1,,,40200,11:10:00,,,,,
33,2,1.51,0.55,0.52,0.44,0,1,,,40230,11:10:30,,,,,
33,0,1.09,0.36,0.34,0.39,0,1,,,40260,11:11:00,,,,,
33,4,1.41,0.48,0.47,0.46,0,1,,,40290,11:11:30,,,,,
34,0,1.38,0.44,0.47,0.47,0,1,,,40320,11:12:00,,,,,
35,2,1.70,0.58,0.62,0.50,0,1,,,40350,11:12:30,,,,,
36,0,1.39,0.47,0.46,0.46,0,1,,,40380,11:13:00,,,,,
36,4,1.69,0.57,0.61,0.51,0,1,,,40410,11:13:30,,,,,
36,2,1.51,0.47,0.59,0.45,0,1,,,40440,11:14:00,,,,,
36,3,1.81,0.54,0.60,0.67,0,1,,,40470,11:14:30,,,,,
36,1,1.50,0.63,0.40,0.47,0,1,,,40500,11:15:00,,,,,
37,0,1.26,0.38,0.51,0.37,0,1,,,40530,11:15:30,,,,,
38,4,1.97,0.67,0.58,0.72,0,1,,,40560,11:16:00,,,,,
39,4,1.95,0.78,0.59,0.58,0,1,,,40590,11:16:30,,,,,
39,0,1.42,0.61,0.41,0.41,0,1,,,40620,11:17:00,,,,,
40,4,2.05,0.64,0.64,0.77,0,1,,,40650,11:17:30,,,,,
40,3,1.77,0.55,0.48,0.74,0,1,,,40680,11:18:00,,,,,
40,3,1.91,0.63,0.55,0.73,0,1,,,40710,11:18:30,,,,,
40,4,2.02,0.62,0.74,0.66,0,1,,,40740,11:19:00,,,,,
41,1,1.78,0.65,0.48,0.64,0,1,,,40770,11:19:30,,,,,
42,3,1.65,0.56,0.52,0.57,0,1,,,40800,11:20:00,,,,,
43,5,2.22,0.72,0.83,0.68,0,1,,,40830,11:20:30,,,,,
42,3,1.66,0.55,0.53,0.59,0,1,,,40860,11:21:00,,,,,
43,0,1.61,0.65,0.52,0.44,0,1,,,40890,11:21:30,,,,,
43,5,2.32,0.78,0.64,0.90,0,1,,,40920,11:22:00,,,,,
44,5,2.24,0.81,0.65,0.77,0,1,,,40950,11:22:30,,,,,
45,2,1.98,0.53,0.70,0.75,0,1,,,40980,11:23:00,,,,,
45,2,1.90,0.71,0.62,0.57,0,1,,,41010,11:23:30,,,,,
45,3,2.04,0.81,0.57,0.66,0,1,,,41040,11:24:00,,,,,
44,1,1.86,0.50,0.64,0.72,0,1,,,41070,11:24:30,,,,,
45,5,2.01,0.63,0.70,0.67,0,1,,,41100,11:25:00,,,,,
45,2,2.22,0.64,0.81,0.77,0,1,,,41130,11:25:30,,,,,
45,0,1.47,0.46,0.52,0.48,0,1,,,41160,11:26:00,,,,,
45,5,2.06,0.66,0.78,0.62,0,1,,,41190,11:26:30,,,,,
45,2,1.74,0.55,0.54,0.65,0,1,,,41220,11:27:00,,,,,
45,5,2.43,0.76,0.75,0.92,0,1,,,41250,11:27:30,,,,,
45,0,1.66,0.45,0.64,0.56,0,1,,,41280,11:28:00,,,,,
45,5,2.14,0.62,0.82,0.70,0,1,,,41310,11:28:30,,,,,
44,3,1.99,0.60,0.59,0.81,0,1,,,41340,11:29:00,,,,,
45,5,2.21,0.89,0.63,0.69,0,1,,,41370,11:29:30,,,,,
46,4,2.07,0.79,0.64,0.64,0,1,,,41400,11:30:00,,,,,
47,5,2.28,0.71,0.67,0.90,0,1,,,41430,11:30:30,,,,,
48,3,2.40,0.86,0.83,0.71,0,1,,,41460,11:31:00,,,,,
48,0,1.89,0.68,0.55,0.67,0,1,,,41490,11:31:30,,,,,
48,5,2.51,0.93,0.87,0.70,0,1,,,41520,11:32:00,,,,,
48,1,1.76,0.66,0.52,0.59,0,1,,,41550,11:32:30,,,,,
